Scheme Name,Net Asset Value,
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,1036.0205,
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,1066.6837,
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,1040.0538,
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,1052.3061,
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,1052.6393,
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,1052.7994,
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,1202.9939,
,,
,,
,,
Mirae Asset Corporate Bond Fund Direct Growth Plan,10.847,
Mirae Asset Corporate Bond Fund Direct IDCW,10.8462,
Mirae Asset Corporate Bond Fund Regular Growth,10.7511,
Mirae Asset Corporate Bond Fund Regular IDCW,10.7509,
,,
,,
,,
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,17.0959,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,17.0959,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,16.4374,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,11.6948,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,11.8562,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.1101,
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,37.0355,
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,51.8738,
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,35.594,
Nippon India Corporate Bond Fund - Growth Plan - Growth Option,49.8381,
NIPPON INDIA CORPORATE BOND FUND - IDCW Option,15.9668,
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.5698,
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.7182,
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.1097,
,,
,,
,,
PGIM India Corporate Bond Fund - Annual Dividend,10.9298,
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,16.5585,
PGIM India Corporate Bond Fund - Direct Plan - Growth,39.9335,
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,14.9639,
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,13.073,
PGIM India Corporate Bond Fund - Growth,36.4449,
PGIM India Corporate Bond Fund - Monthly Dividend,12.9854,
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,21.588,
PGIM India Corporate Bond Fund - Quarterly Dividend,11.5934,
PGIM India Premier Bond Fund - Annual Bonus,24.9334,
PGIM India Premier Bond Fund - Bonus,15.226,
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,13.2164,
PGIM India Premier Bond Fund - Half-Yearly Bonus,13.5688,
,,
,,
,,
SBI Corporate Bond Fund - Direct Plan - Growth,13.2627,
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.5186,
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),12.8931,
SBI Corporate Bond Fund - Regular Plan - Growth,13.0042,
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.2735,
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),12.635,
,,
,,
,,
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.1827,
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),16.0854,
Sundaram Corporate Bond Fund Direct Plan - Bonus,0,
Sundaram Corporate Bond Fund Direct Plan - Growth,34.8784,
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),15.99,
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),15.8466,
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.6191,
Sundaram Corporate Bond Fund Institutional Plan - Growth,0,
Sundaram Corporate Bond Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),10.5417,
Sundaram Corporate Bond Fund Institutional Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),0,
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.6818,
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),15.9436,
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),15.0529,
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.1742,
Sundaram Corporate Bond Fund Regular Plan- Growth,33.8993,
,,
,,
,,
Tata Corporate Bond Fund-Direct Plan-Growth,10.4622,
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,10.4622,
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,10.4622,
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,10.4622,
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,10.4622,
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,10.4622,
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,10.4622,
Tata Corporate Bond Fund-Regular Plan-Growth,10.3751,
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,10.3751,
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,10.3751,
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,10.3751,
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,10.3751,
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,10.3751,
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,10.3751,
,,
,,
,,
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1008.2336,
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,1008.3049,
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,1007.6037,
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,1007.5996,
,,
,,
,,
Union Corporate Bond Fund - Direct Plan - Growth Option,13.0335,
Union Corporate Bond Fund - Direct Plan - IDCW Option,13.0335,
Union Corporate Bond Fund - Regular Plan - Growth Option,12.8325,
Union Corporate Bond Fund - Regular Plan - IDCW Option,12.8325,
,,
,,
,,
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,6.8146,
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,7.3484,
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,1.504,
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,1.4941,
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,1.4429,
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,2.3467,
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW,1.4416,
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,1.4408,
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW,1.4131,
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW,1.8744,
UTI Corporate Bond Fund - Direct Plan - Annual IDCW,12.2775,
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,12.2776,
UTI Corporate Bond Fund - Direct Plan - Growth Option,13.93,
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,11.9028,
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,12.1831,
UTI Corporate Bond Fund - Regular Plan - Annual IDCW,12.0877,
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,12.0878,
UTI Corporate Bond Fund - Regular Plan - Growth Option,13.7275,
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,11.5987,
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,11.9369,
,,
,,
,,
,,
,,
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,12.1065,
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,18.6601,
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,18.6608,
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,11.2597,
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,17.3955,
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,17.3739,
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Bonus,0.1704,
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Growth,0.1704,
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Regular Plan - Bonus,0.1633,
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Direct - IDCW,0.1302,
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular - IDCW,0.1245,
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular Plan- Growth,0.1631,
,,
,,
,,
Axis Credit Risk Fund - Direct Plan - Growth,19.7095,
Axis Credit Risk Fund - Direct Plan - Monthly IDCW,10.1165,
Axis Credit Risk Fund - Direct Plan - Weekly IDCW,10.3047,
Axis Credit Risk Fund - Regular Plan - Growth,17.9365,
Axis Credit Risk Fund - Regular Plan - Monthly IDCW,10.1011,
Axis Credit Risk Fund - Regular Plan - Weekly IDCW,10.1773,
,,
,,
,,
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW,10.4517,
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,10.4608,
BANDHAN Credit Risk Fund - Regular Plan Growth,14.0615,
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,10.4649,
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,10.9194,
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,10.4109,
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,10.6102,
BANDHAN Credit Risk Fund-Direct Plan-Growth,14.9227,
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,10.4628,
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,10.5804,
,,
,,
,,
BANK OF INDIA Credit Risk  Fund - Direct Plan,10.8126,
BANK OF INDIA Credit Risk Fund - Regular Plan,10.6338,
,,
,,
,,
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,13.7734,
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,12.6288,
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,20.0359,
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,18.533,
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,11.3221,
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,11.8661,
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1,0,
,,
,,
,,
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly,10.69,
DSP Credit Risk Fund - Direct Plan - Growth,36.506,
DSP Credit Risk Fund - Direct Plan - IDCW,12.6901,
DSP Credit Risk Fund - Direct Plan - IDCW - Daily,10.2501,
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly ,11.0409,
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly,10.2506,
DSP Credit Risk Fund - Regular Plan - IDCW,12.5439,
DSP Credit Risk Fund - Regular Plan - IDCW - Daily,10.2498,
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,10.6315,
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly ,10.9217,
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,10.2503,
DSP Credit Risk Fund - Regular Plan -Growth,34.0357,
,,
,,
,,
Franklin India Credit Risk Fund - Direct - Growth,24.883,
Franklin India Credit Risk Fund - Direct - IDCW ,13.6368,
Franklin India Credit Risk Fund - Growth,24.6589,
Franklin India Credit Risk Fund - IDCW ,13.2234,
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,0,
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,0.2906,
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,0.5733,
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0.5419,
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,0,
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,0.3142,
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,0,
,,
,,
,,
HDFC Credit Risk Debt Fund - Growth Option,20.1775,
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,21.5026,
HDFC Credit Risk Debt Fund - IDCW Option,18.5793,
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,18.8493,
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,10.6232,
HDFC Credit Risk Debt Fund - Quarterly IDCW Option,10.2939,
,,
,,
,,
HSBC Credit Risk Fund - Direct Annual IDCW,12.9253,
HSBC Credit Risk Fund - Direct Growth,26.0674,
HSBC Credit Risk Fund - Direct IDCW,10.9541,
HSBC Credit Risk Fund - Regular Annual IDCW,12.2199,
HSBC Credit Risk Fund - Regular Growth,24.4917,
HSBC Credit Risk Fund - Regular IDCW,10.1991,
HSBC Credit Risk Fund- Regular Plan - Bonus,24.0981,
,,
,,
,,
ICICI Prudential Credit Risk Fund - Annual IDCW,10.3035,
ICICI Prudential Credit Risk Fund - Bonus,15.7498,
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW,10.4846,
ICICI Prudential Credit Risk Fund - Direct Plan - Growth,28.5624,
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,10.975,
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,11.6057,
ICICI Prudential Credit Risk Fund - Direct Plan Bonus,14.6853,
ICICI Prudential Credit Risk Fund - Growth,26.3124,
ICICI Prudential Credit Risk Fund - Half Yearly IDCW,10.5892,
ICICI Prudential Credit Risk Fund - Quarterly IDCW,10.9556,
,,
,,
,,
IDBI Credit Risk Fund Annual IDCW - Direct Plan,13.0687,
IDBI Credit Risk Fund Annual IDCW - Regular Plan,11.8506,
IDBI Credit Risk Fund Growth Direct,17.0762,
IDBI Credit Risk Fund Growth Regular,15.8466,
IDBI Credit Risk Fund Quarterly IDCW - Direct Plan,11.6471,
IDBI Credit Risk Fund Quarterly IDCW - Regular Plan,11.2129,
,,
,,
,,
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),1676.2618,
Invesco India Credit Risk Fund - Direct Plan - Growth,1663.7736,
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1152.1993,
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),1534.1134,
Invesco India Credit Risk Fund - Regular Plan - Growth,1534.5928,
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),1127.0372,
,,
,,
,,
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,20.4477,
Kotak Credit Risk Fund - Growth,24.7279,
Kotak Credit Risk Fund - Growth - Direct,27.2238,
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,10.7538,
,,
,,
,,
Nippon India Credit Risk Fund  - Growth Plan,28.877,
Nippon India Credit Risk Fund  - Institutional Growth Plan,30.0979,
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0,
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0,
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0,
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0,
Nippon India Credit Risk Fund - Direct Plan - Growth Plan,31.2287,
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,16.908,
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,13.2395,
NIPPON INDIA CREDIT RISK FUND - IDCW Option,15.8412,
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,12.6957,
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,0.5342,
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.2893,
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.2477,
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,0.5036,
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.2763,
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,0.4333,
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.2405,
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0,
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,0,
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,0,
,,
,,
,,
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),12.7308,
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),18.6733,
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,40.1258,
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),12.4825,
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,37.7145,
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),17.05,
,,
,,
,,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option,0,
